OCC_NO,OCC_YEAR,OCC_DATE,CLASS_ID,OCC_TYPE,ACC_INC_TYPE,PROVINCE,LOCATION,TERRAIN_TYPE,FACILITY_NAME,FACILITY_TYPE,PIPELINE_CO,PIPELINE_TYPE_CO,PROD_RELEASED_IND,PRODUCT_TYPE,QUANTITY_LOST,DETECTION_METHOD,LOCATION_ON_PIPELINE,ENVIRO_DAMAGE_IND,PROPERTY_DAMAGE_IND,FIRE_IND,EXPLOSION_IND,NO_EVACUATED,FATALITIES,SERIOUS_INJURIES,PRODUCTION_DT
P04H0068,2004,2004-11-16,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,HERSCHEL,STATION PROPERTY,HERSCHEL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SEAL ON MAINLINE PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0069,2004,2004-11-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,GASKET/SEAL FAILURE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0070,2004,2004-11-19,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,SMITHVILLE,STATION PROPERTY,LINE 10,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING VALVE STEM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0071,2004,2004-11-30,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,CLARKSON,STATION PROPERTY,CLARKSON PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,OTHER,,PIPELINE EMPLOYEE,VALVE CONTROLS,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0072,2004,2004-12-11,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SUNCOR SAMPLE CAN OVERFLOW,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0073,2004,2004-07-03,5,INCIDENT,LINE PIPE - OTHER,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,SCADA,OVERPRESSURE PIPE AT STATION,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0074,2004,2004-07-06,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,LINE 4,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SCRAPER TRAP LEAK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0075,2004,2004-08-04,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,STATION PROPERTY,NORMAN WELLS TERMINAL,TERMINAL,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SUMP OVERFLOW,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0076,2004,2004-08-19,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,SOURIS,STATION PROPERTY,SOURIS PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,DENSITOMETER PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0077,2004,2004-09-20,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,CROMER,STATION PROPERTY,CROMER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING GASKET/SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0078,2004,2004-05-19,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,NOTTINGHAM,STATION PROPERTY,MAINLINE,TRANSMISSION LINE,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,RUPTURED HOSE ON TANK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0079,2004,2004-10-05,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,MIDALE,STATION PROPERTY,MIDALE TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,OPEN ISOLATION VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0080,2004,2004-04-26,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,CORUNNA,STATION PROPERTY,NOT SPECIFIED,NOT SPECIFIED,NOVACOR INTERNATIONAL PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,PACKING VALVE LEAK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P04H0081,2004,2004-12-04,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,CORUNNA,STATION PROPERTY,NOT SPECIFIED,NOT SPECIFIED,NOVACOR INTERNATIONAL PIPELINES LTD.,GAS,YES,NATURAL GAS LIQUIDS,,PIPELINE EMPLOYEE,PROPANE LEAK AT 8 INCH FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0001,2005,2005-01-03,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,ODESSA,STATION PROPERTY,ODESSA PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,3,PIPELINE EMPLOYEE,FROZEN SUMP PUMP SWITCH,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0002,2005,2005-01-04,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,SASKATCHEWAN,STEELMAN,STATION PROPERTY,STEELMAN TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,8,PIPELINE EMPLOYEE,COROSION LEAK ON LINE PIPE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0003,2005,2005-01-04,5,INCIDENT,LINE PIPE - OTHER,BRITISH COLUMBIA,FORT ST. JOHN,MARGINAL LAND,"10"" FIREWEED PIPELINE",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,GASKET ON 10 INCH SENDING BARREL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0004,2005,2005-01-15,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,SIKANNI,STATION PROPERTY,SIKANNI GAS PLANT,GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,FLARE STACK FLAME-OUT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0005,2005,2005-02-01,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,950,PIPELINE EMPLOYEE,FITTING ON JET MIXING NOZZLE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0006,2005,2005-02-06,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,KWOEN GAS PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,PLC FAILURE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0007,2005,2005-02-10,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,MIDALE,STATION PROPERTY,MIDALE TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,7,PIPELINE EMPLOYEE,TANK 10-41 TERMINAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0008,2005,2005-02-19,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,,PIPELINE EMPLOYEE,WEEPING DRAIN VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0009,2005,2005-02-19,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,FORT SIMPSON,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,GREASE NIPPLE ON 3 INCH BLOW DOWN VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0010,2005,2005-02-22,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,SASKATCHEWAN,HERBERT,STATION PROPERTY,COMPRESSOR STATION 9,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,1:2 TIE-OVER VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0011,2005,2005-03-12,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,FORT NELSON,MARGINAL LAND,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,,PIPELINE EMPLOYEE,SEAL ON PRESSURE CONTROL VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0012,2005,2005-03-22,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,4,PIPELINE EMPLOYEE,TERMINAL PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0013,2005,2005-04-07,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,WHITECOURT,MARGINAL LAND,LATERAL PIPELINE,GATHERING LINE,ALLIANCE PIPELINE,GAS,YES,NATURAL GAS,,SCADA,VALVE ON COMPRESSOR UNIT TO MAINLINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0014,2005,2005-04-18,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,IGNACE,MARGINAL LAND,COMPRESSOR STATION 58,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,3/4 INCH PIPE NIPPLE ON DISCHARGE VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0015,2005,2005-04-25,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,5,PIPELINE EMPLOYEE,TANK #26,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0016,2005,2005-04-01,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,SWASTIKA,AGRICULTURAL LAND,COMPRESSOR STATION 107,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,1:2 TIE-OVER VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0017,2005,2005-04-25,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,DEUX-RIVIRES,STATION PROPERTY,COMPRESSOR STATION 1206,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,CRACKED TUBING AROUND FERRULE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0018,2005,2005-05-02,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,MARGINAL LAND,FORT NELSON MAINLINE,TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,KP49.4,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0019,2005,2005-05-04,5,ACCIDENT,PUMP STATION - FIRE/EXPLOSION,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,ELECTRICAL PANEL,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P05H0020,2005,2005-05-06,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,WHITE CITY,STATION PROPERTY,WHITE CITY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,3,PIPELINE EMPLOYEE,FITTING ON INSTRUMENT LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0021,2005,2005-01-09,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,MILDEN,STATION PROPERTY,MILDEN PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,MAINLINE PUMP FAILURE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0022,2005,2005-01-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,HERSCHEL,STATION PROPERTY,HERSCHEL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,MAINLINE PUMP FAILURE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0023,2005,2005-01-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,HERSCHEL,STATION PROPERTY,HERSCHEL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,MAINLINE PUMP FAILURE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0024,2005,2005-01-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,DRAIN VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0025,2005,2005-01-28,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,WESTOVER,STATION PROPERTY,WESTOVER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING GASKET OR SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0026,2005,2005-03-20,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING VALVE OR SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0027,2005,2005-02-28,5,INCIDENT,LINE PIPE - OTHER,MANITOBA,GRETNA,MARGINAL LAND,LINE 13,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0028,2005,2005-05-06,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT COMPRESSOR STATION,COMPRESSOR STATION,ALLIANCE PIPELINE,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,1 INCH BODY BLEED PIPE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0029,2005,2005-01-10,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ONTARIO,CORUNNA,STATION PROPERTY,NOT SPECIFIED,NOT SPECIFIED,NOVACOR INTERNATIONAL PIPELINES LTD.,GAS,YES,NATURAL GAS LIQUIDS,,PIPELINE EMPLOYEE,PROPANE LEAK AT 8 INCH FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0030,2005,2005-05-24,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,SASKATCHEWAN,GRENFELL,STATION PROPERTY,LINE 100-2,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,CRACK IN NPS 3/8 CARBON STEEL TUBING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0031,2005,2005-06-05,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,KWOEN GAS PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,ACID GAS,1500,PIPELINE EMPLOYEE,KWOEN GAS PLANT FLARE RELEASE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0032,2005,2005-06-02,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,MANITOBA,MCAULEY,MARGINAL LAND,NOT SPECIFIED,NOT SPECIFIED,MINELL PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,6 INCH PIPE AT MCAULEY GATE STN,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0033,2005,2005-06-02,5,ACCIDENT,GAS PROCESSING PLANT -  FIRE/EXPLOSION,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,,OUTSIDE PARTY,TRAIN 10 OUTLET VALVE,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P05H0034,2005,2005-06-01,5,INCIDENT,GAS PROCESSING PLANT - OTHER,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,ACID GAS,1500,PIPELINE EMPLOYEE,POWER LOSS RESULTING IN SHUTDOWN,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0035,2005,2005-06-21,5,INCIDENT,COMPRESSOR STATION - OTHER,SASKATCHEWAN,BURSTALL,STATION PROPERTY,COMPRESSOR STATION 2,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,NO,N/A,0,SCADA,EMERGENCY SHUT-DOWN,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0037,2005,2005-06-27,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,METISKOW,STATION PROPERTY,METISKOW PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,2,SCADA,PUMP FLANGE GASKET FAILURE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0038,2005,2005-06-21,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,TAYLOR GAS PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,1/2 INCH PIPE NIPPLE AT VALVE GOV416,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0039,2005,2005-06-27,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,BRITISH COLUMBIA,KERSLEY,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,KM71.7 D/S OF CS 4B,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0040,2005,2005-06-21,5,INCIDENT,COMPRESSOR STATION - OTHER,ALBERTA,EMPRESS,STATION PROPERTY,DECOMPRESSION/RECOMPRESSION FACILITY,COMPRESSOR STATION,FOOTHILLS PIPE LINE LTD. (TRANSCANADA),GAS,NO,N/A,0,SCADA,EMERGENCY SHUT-DOWN,NO,YES,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0041,2005,2005-06-21,5,INCIDENT,METER STATION - OTHER,ALBERTA,SUFFIELD,STATION PROPERTY,SUFFIELD METER STATION,METER STATION,ALTA GAS,GAS,NO,N/A,0,SCADA,EMERGENCY SHUT-DOWN,NO,YES,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0042,2005,2005-06-24,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,WHITECOURT,AGRICULTURAL LAND,LATERAL PIPELINE,GATHERING LINE,ALLIANCE PIPELINE,GAS,YES,NATURAL GAS,,OUTSIDE PARTY,LEAK ON 10 INCH RECEIVING PIG BARREL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0043,2005,2005-07-01,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,QUEBEC,MONTRAL,STATION PROPERTY,MONTREAL-EAST TERMINAL,TERMINAL,MONTREAL PIPELINE LTD.,LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,TANK #33,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0044,2005,2005-07-15,3,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,BRITISH COLUMBIA,ABBOTSFORD,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,YES,PETROLEUM CRUDE OIL,210,OUTSIDE PARTY,MAINLINE LEAK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0045,2005,2005-07-26,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,CRAIK,STATION PROPERTY,CRAIK PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,72,PIPELINE EMPLOYEE,FLANGE ON UNIT 4U4 DISCHARGE ELBOW,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0046,2005,2005-07-28,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,BRITISH COLUMBIA,PINK MOUNTAIN,MARGINAL LAND,"16"" BEG PIPELINE",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,150,PIPELINE EMPLOYEE,16 INCH BEG PIPELINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0047,2005,2005-04-05,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE/SEAL LEAK,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0048,2005,2005-04-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,MARGINAL LAND,LINE 3,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE/GASKET LEAKING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0049,2005,2005-04-18,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,QUEBEC,MONTRAL,STATION PROPERTY,LINE 9,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0050,2005,2005-05-24,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,CRAIK,STATION PROPERTY,CRAIK PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0051,2005,2005-06-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,LEAKING FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0052,2005,2005-05-13,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,MILDEN,STATION PROPERTY,MILDEN PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,OTHER,,PIPELINE EMPLOYEE,BODY RELIEF VALVE CAP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P05H0053,2005,2005-06-16,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,NORTHWEST TERRITORIES,NORMAN WELLS,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,KP 840 INJECTION,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
